name,reference
Μηνοδότου,"12.322.8"
Μηνοδότου,"12.504.1"
Μηνοδότου,"12.504.1"
Μηνοδότου,"12.707.1"
··· Μηνοδ ότου,"12.1015.4"
Μηνοδότου,"12.1015.13"
Μηνοδότου,"15.246.4"
Μηνοδότου Βραβέως,"12.409.4"
Μηνοδότου Κασταίου,"12.801.3"
Μηνοδότου_Μενάνδρου,"8.52.3"
Μηνοδότου_Μενάνδρου Πραβρέα,"12.1006.2"
Μηνοδότου_Νεικομάχου,"5.7.1"
Μηνοδότου_Νικοτίμου Μηνοδότου,"12.610.2"
Νικοτίμου Μηνοδότου,"12.610.2"
Μηνοδώρου ···δώρου_Δημητρίου,"12.1205.3"
Ἀντωνίου Φλαβίου Μητροδώρου,"12.35.22"
Μητροδόρου_Γονέως,"12.19.10"
Μητροδωρον,"12.637.1"
Μητρόδωρον Μητροδώρου Δημήτριον,"13.301.ii.2"
Μητρόδωρον Μητροδώρου_Παπύλου,"12.411.4"
Μητροδώρου,"12.35.2"
Μητροδώρου,"12.704.a.12"
Μητροδώρου,"12.704.b.17"
Μητροδώρου,"12.704.c.18"
Μητροδώρου,"13.301.i.6"
Μητροδώρου,"13.301.ii.3"
Μητροδώρου_Διονυσίδου,"12.704.c.22"
Μητροδώρου του Διονυσίου,"13.5.20"
Μητροδώρου_Μητροδώρου Δημητρίου,"13.301.i.5"
Μητροδώ ρου_Μητροδώρου_Διονυσίδου,"12.704.c.21"
Μητροδώρου_Μητροδώρου του Διονυσίου,"13.5.19"
Μητροδώρου_Παπύλου,"12.411.5"
Μιθραδάτην Ἀθηναγόρου,"12.410.3"
Φλαβίου Μιθριδάτου Ἀ γαθοῦ,"12.409.2"
Φλαβίου Μιθριδάτου υἱὸν Ἀθηναγόραν Ἀγαθὸν Τίτου Σαλλουστίου Τίτου Φλαβίου Ἀθηναγόρου,"12.646.iii.2"
Μίλων,"8.233.a.3"
Μίλων,"11.55.b.16"
Μίλωνι,"12.26.e.2"
Μίλωνος,"8.233.a.4"
Μίλωνος,"12.26.e.3"
Μί λωνος,"12.646.i.19"
Μίλωνος,"12.646.ii.12"
Μίλωνος,"12.646.iii.15"
Μίλωνος δ_Ἑρμίου,"12.31.13"
Μίλων τρὶς_Ἑρμίου_Μί λωνος,"12.646.i.18"
Μίλων τρὶς_Ἑρμίου_Μίλωνος,"12.646.ii.10"
Μίλων τρὶς_Ἑρμίου_Μίλωνος,"12.646.iii.14"
Ζερκούνης Μιχαήλ,"1.10.2"
Μηχαήλ,"1.10.1"
Μηχαὴλ,"1.23.1"
Μηχαήλ,"1.28.1"
Μηχαήλ,"1.33.iii.3"
Μιχαὴλ,"1.33.iii.2"
Μιχαὴλ,"1.34.i.2"
Μιχαὴλ,"1.34.i.2"
Μιχαήλ,"1.34.ii.3"
Μιχαὴλ,"1.34.iii.5"
Μιχαήλ,"7.16.iv.1"
Μόϊς,"13.702.10"
Μολοσσῆον,"8.14.1"
Μολοσσιανῶν,"8.108.13"
Ἀριστοκλέα Ἀριστοκλέους_Ἀρτεμιδώρου Μολοσσὸν,"12.706.6"
Ἀριστοκλέους_Ἀρτεμιδώρου Μολόσσου,"8.111.1"
Ἀριστοκλέους_Ἀρτεμιδώρου Μολοσσοῦ,"12.803.a.4"
Ἀριστοκλῆς Ἀρτεμιδώρου Μολοσσὸς,"8.112.3"
Ἀριστοκλῆς Ἀρτεμιδώρου Μολοσσὸς,"8.113.2"
Ἀριστοκλῆς Ἀρτεμιδώρου Μολοσσὸς,"12.803.a.14"
Ἀριστοκλῆς Ἀρτεμιδώρου Μολοσσὸς Κάικος,"8.108.7"
··· Διοδώρου Μολοσσὸν,"12.1002..i.1"
Μᾶρκος Ἀντώνιος Μολοσσὸς,"12.1106.1"
Μολοσσο- ··· κιανοῦ,"1.124.2"
Μόλ ··· οσ σον,"12.1015.6"
Μόλοσσον,"12.1015.6"
Μολοσσὸν Περείτου_Ἀδράστου_Ἀρτεμιδώρου Γρύπου,"12.528.3"
Μολοσσὸς,"12.1106.5"
Μολοσσὸς Χρυσάορος,"8.211.3"
Μολοσσοῦ,"8.82.1"
Μολοσσοῦ,"8.108.10"
Μολοσσοῦ,"8.112.6"
Μολοσσοῦ,"8.113.3"
Μολοσσοῦ,"12.402.14"
··· Μ ολοσσοῦ,"12.703.2"
Μολοσσοῦ,"12.803.d.55"
Μολοσσοῦ,"12.803.d.58"
Μολοσσοῦ,"12.1002..iii.1"
Μ ··· ολόσσου,"12.1015.4"
Μολόσσου,"12.1015.4"
Μολοσσοῦ,"12.1106.6"
Μολοσσοῦ,"13.116.6"
Μολόσσου_Διογένους,"11.29.3"
Μολοσσοῦ_Καλλικλέους_Ἡρακλείδου_Λεοντέως_Ἀδράστου,"11.105.4"
Μολόσσου_Μολόσσου_Διογένους,"11.29.2"
Μολοσσῷ,"12.1002..ii.7"
Μόλωνος,"1.4.6"
Μόλωνος,"1.5.7"
Μόλωνος,"1.6.6"
Μόλωνος,"11.508.ii.21"
Μόλωνος Μύωνος Ἀδράστου,"11.508.i.3"
Φλ άουιος Κυιντ ίλιος Ἔρως Μονάξιος,"12.1001.6"
Μόσχου,"2.531.1"
Τιβέριος Κλαύδιος Αὐρήλιος Μουκιανὸς Ἀπολλώνιος Βερονεικιανος,"13.616.8"
Μουσαίου,"12.26.c.10"
Μουσαίου,"13.201.i.a.1"
Μουσαίου,"13.201.i.a.4"
Μουσαίου_Διοδόρου,"12.26.c.4"
Μουσαίου_Διοδώρου,"12.26.c.6"
Μουσαίου_Διοδώρου,"12.26.c.21"
Μυλλέου,"13.111.6"
Μυρη,"15.274.1"
Μύρτιλος,"11.55.b.12"
Αὐρήλιον Ἀμμιὰν Δημέου_Χρησίμου Μύρτον,"15.333.2"
Μύρτον,"15.333.10"
Ἀρτεμίδωρος Μύωνος,"8.2.b.i.4"
Ἀρτεμίδωρος Μύωνος,"12.903.1"
Μόλωνος Μύωνος Ἀδράστου,"11.508.i.3"
Μύωνα Ἀγελάου φύσει δὲ Εὐσέβους Μένανδρον,"12.519.2"
Μύωνα Περίτου_Ἀδράστου_Διονυσίου_Περίτου_φύσει Ἀδράστου Μόλωνος Μύωνος Ἀδράστου,"11.508.i.2"
Μύωνος,"12.1002..ii.2"
Μύωνος Παπίωνος,"12.803.a.7"
Περείταν Ἀδράστου_Διονυσίου_Περίτου_φύσει Ἀδράστου_Μόλωνος Μύωνα,"11.508.ii.22"
Ναΐκου_Ἀπολλωνίου,"12.211.2"
Νάρδου,"12.414.1"
Νάρδου,"13.135.2"
··· Μάρ κου Οὐαλερί ··· ου Ναρκίσσου,"12.623.13"
Νάρκισσος,"15.279.1"
Ναρσῆ,"15.355.3"
Νέαιραν Μενεκλέους Ἀμμίαν,"13.301.i.3"
Αὐρήλιος Νεικοις,"15.342.3"
Ἀντ ώνιος Νεικόμαχος,"12.931.15"
Ἀντωνίου Κλαυδίου Νεικομάχου,"1.189.18"
Ἀντωνίου Κλαυδίου Νεικομάχου,"12.644.17"
Ἀντωνίου Νεικομάχου,"1.189.13"
Ἀντωνίου Νεικομάχου,"12.644.14"
Λουκίου Ἀντωνίου Νεικομάχου Βλάστου,"1.175.2"
Μάρκου Ἀντωνίου Νεικομάχου Βλάστου,"12.927.14"
Μάρκου Αὐρηλίου Ἀντωνίου Νεικομά χου Βλάστου,"12.928.11"
Νεικόμαχος,"12.322.8"
Νεικόμαχος Βλάστος υἱὸς Λουκίου Ἀντωνίου Νεικομάχου Βλάστου,"1.175.2"
Νεικομάχου,"5.7.3"
Νεικομάχου,"12.322.1"
Νεικομάχου,"12.322.3"
Νεικομάχου,"12.322.5"
Νεικομάχου,"12.322.13"
Νικοτίμου,"12.5.21"
Νικοτίμου,"12.207.11"
Νικοτίμου,"12.207.14"
Νικοτίμου,"12.319.4"
Νικοτίμου,"12.919.5"
Νικοτίμου,"12.1205.15"
Νικοτίμου Μηνοδότου,"12.610.2"
Νικοτίμου_Ἀρτεμιδόρου_Ζήνω νος Ἱέρακος,"12.5.13"
Νικοτίμου_Ἀρτεμιδώρου_Ζήνωνος,"1.174.f.1"
Νικοτίμου_Ἀρτεμιδώρου_Ζήνωνος,"12.205.i.8"
Νικοτίμου_Ἀρτεμιδώρου_Ζήνωνος Ἱέρακος,"12.308.4"
Νικοτίμου_Ἀρτεμιδώρρου_Ζήνωνος Ἱέρακος,"12.4.1"
Νέστωρ,"5.205.i.1"
Νέστωρ,"5.205.ii.1"
Νεικάνορος,"8.18.1"
Αἰλία Ἀντωνία Νείκη,"11.38.2"
Νηκήτας,"1.10.1"
Νεικήτης,"14.3.4"
Μάρκου Αὐρηλίου Νεικηφόρου,"12.32.b.1"
Νεικηφόρου,"12.32.b.2"
Νικηφόρος,"1.34.i.1"
Νικηφόρῳ,"8.1.ii.2"
Νεικίου,"11.217.1"
Νικολ ά ··· ου,"4.312.1"
Νεικομαχὶς,"12.322.8"
Αὐρήλιον Ἀντώνιον Νεικόμαχον Βλάστον,"12.922.6"
Μᾶρκον Ἀντώνιον Νεικόμαχον Βλάστον,"12.923.7"
Νεικομαχου,"12.322.11"
Νικόμαχος Μηνοδότου_Μενάνδρου,"8.52.3"
Νικομάχου_Μηνοδότου,"8.52.5"
Νικομήδης,"8.24.1"
Νεικοπόλεως,"11.413.2"
Νεικότειμον Ἀρτεμιδώρου_Ζήνωνος Ἱέρα,"12.3.4"
Νικοτίμου Ἱέρακος,"1.504.i.3"
Νικοτίμου_Ἀρτεμιδώρου_Ζήνωνος,"12.26.a.2"
Νικοτίμου_Ἀρτεμιδώρου,"12.1007.19"
Νικοτίμου_Ἀρτεμιδώρου_Ζήνωνος Ἱέρακος,"12.26.d.8"
Νικοτίμου_Ἀρτεμιδώρου_Ζήνωνος Ἱέρακος,"12.26.e.7"
Νεικῶνι,"15.292.4"
Νείκωνος,"15.292.3"
Νόννος,"13.107.ii.3"
Νουνέχιος,"15.363.13"
Νυμφέρως,"2.5.1"
Ξάνθος,"11.55.b.40"
Ξάνθος,"12.15.1"
Ξάνθος Ξάνθου,"11.55.b.40"
Ξάνθου,"11.55.b.40"
Ξάνθου,"11.55.b.42"
Ξενοκρατ···,"8.702.1"
Ξενοκράτους,"13.302.i.5"
Ξενοκράτους,"15.257.1"
Ὀδατις Διονυσίου γυνὴ δὲ Ζήνωνος,"13.501.2"
Οἰκουμένιον,"3.8.i.6"
Ἀμιὰς Διονυσίου φύσι δὲ Ἀδράστου_Μόλωνος Ὀλυνπιὰς,"1.4.6"
Ἀμιὰς Διονυσίου φύσι δὲ Ἀδράστου_Μόλωνος Ὀλυνπιὰς,"1.6.7"
Ἀμμιὰς Διονυσίου φύσι δὲ Ἀδράστου_Μόλωνος Ὀλυνπιὰς,"1.5.7"
Ὀνησίμου_Ἀλεξάνδρου_Ἀδράστου Σαλβίου,"13.150.1"
Ὀνησίμου_Παπίου,"12.631.1"
Ὀνήσιμος,"1.30.1"
Ὀνήσιμος,"8.114.16"
Ὀνήσιμος βουλευτής,"11.55.b.36"
Ὀξυχόλιος,"11.55.b.11"
Ὀξυχόλιος νεώτερος,"11.55.b.17"
Ὀξυχολίου,"11.55.b.31"
Ὀξυχολίου,"11.55.b.32"
Ὀξυχολίου,"11.55.b.46"
Ὅπλωνος,"11.412.41"
Κόϊντον Ὄππιον,"8.3.b.i.6"
Κόϊντος Ὄππιος Κοΐντου,"8.2.a.1"
Κόϊντος Ὄππιος Κοΐντου υἱὸς,"8.3.b.i.1"
Τίτον Ὄππιον Αἰλιανὸν Ἀσκληπίοδοτον,"4.309.3"
Ὀρθαγόρας,"8.274.3"
Ὁρτάσιος λατύπος,"11.55.b.49"
Ὁρτασίου,"11.55.b.27"
Γάιον Ὁσίδιον Ἰουλιανὸν,"8.38.1.1"
Γάιον Ὁσίδιον Ἰουλιανὸν,"8.39.1"
Ὁσσιδίου Ἰουλιανοῦ,"15.330.20"
Οὐαλερίας Κλαυδίας Αὐρηλίας Κάστης,"14.11.1"
··· Μᾶρ κον Οὐαλέριον Ἐπαφρόδε ··· ιτον,"12.623.4"
Μᾶρκος Οὐαλέριος Μάρκου υἱὸς Λεμωνία Μεσσάλας,"8.27.4"
··· Οὐαλέριον ··· Νάρκισ ··· σον,"12.623.23"
Ἄππιος Κλαύδιος Λευκίου υἱὸς̣ Οὐελλείνα Ἀσπρήνας,"8.27.5"
Μᾶρκον Ἀντώνιον Οὐενίδιον Ἀπελλᾶν,"12.645.13"
Σεπ Αυρ Φλ Οὐενιδιος Ὑψικλης τετράκι_Ἀρχιμήδους Εὔφρων,"12.712"
Σεπτίμιος Αὐ ρήλιος Φλ άουιος Οὐενίδιος Ὑψικλῆς Εὔφρων,"12.638.4"
Μᾶρκον Οὐινούκιον,"3.101.i.1"
Πούπλιον Οὐινούκιον,"3.101.ii.2"
Οὐλπία,"11.56.4"
Οὐλπίαν Καρμινίαν Κλαυδιανὴν,"12.1020"
Οὐλπίας Ἀμμίας,"13.2.7"
Οὐλ πίας Κλ αυδίας Καρ μινίας Προκλῆς,"12.1020.8"
Μᾶρκον Ἀντώνιον Ζήνωνα Οὐλπιανόν,"12.708.3"
Μᾶρκος Οὔλπιος Ἀππουλήϊος Εὐρυκλῆς,"12.538.2"
Μᾶρκος Οὔλπιος Καρμίνιος Κλαυδιανὸν ὑὸν Καρμινίου Κλαυδιανοῦ,"12.1111.2"
Μ άρκου Οὐλ πίου Καρ μινίου Κλαυδιανοῦ,"12.1020.5"
Οὔλπιος Ἀπελλᾶς,"12.1112.5"
Οὐλπίου Ἀπελλᾶ,"12.1112.13"
Οὐλπίου Εὐρυκλέους,"11.223.18"
Οὐλπίου Κλαυδίου Αὐρηλίου Μενίππου Ἀετ ί ··· ου,"1.158.24"
Οὐλπίου Κλαυδίου Χαρίτωνος,"12.1112.2"
Οὐλπίου Χαρίτωνος,"12.1112.10"
Οὐλπίῳ Μαρκέλλῳ,"8.35.13"
Οὐλπίω ν ··· Κ ··· λαυδίων Αὐρρ ηλίων Ζηνᾶ Φωσφο ρίου,"1.158.27"
Πύθου_Οὐμανίου,"8.30.10"
Οὔνιων,"13.123.1"
Ὀφελίου Χριστοῦ,"13.602.6"
Ὀφελλίου ··· Χριστου,"13.603.5"
Πακοῦ,"11.415.ii.1"
Θεόδοτος Παλατῖνος,"11.55.a.i.11"
Παλλάδιος,"5.119.1"
Παλμᾶτον,"15.360."
Φλάβιον Παλμᾶτον,"8.410.5"
Διογένης Παμφίλου,"2.507.1"
Φιλόξενος Συνηγ όρου Πάνθηρ,"12.1101.1"
Πανκράτου_Δημητρίου,"13.108.3"
Περείτου Πανκράτους,"12.524.3"
Πάνφιλον Ἀρτέμωνος Κροκίωνα,"11.4.4"
Παν φίλου ···_Ἀρτέμωνος Κροκίωνος,"12.308.28"
Αὐρηλίου Παπα αίου,"15.345.8"
Παπαρίωνος,"12.26.c.4"
Τίτου Φλα···βίου Πάπου,"8.235.4"
Παπια···,"15.209.2"
Αὐρηλία Παπιανὴ Ὀνησίμου_Παπίου,"12.631.1"
Παπιανὴ,"12.631.4"
Παπιανὴ,"12.631.8"
Παπιανῆς,"12.631.3"
Παπιανὸς_Ἀθηναγ όρου ···_··· Μενίππ ··· ου Κόδιοι,"5.206.i.1"
Παπιανὸς_Ἀθηναγόρου_Μενίππου Κόδιοι,"5.206.ii.1"
Αἴλιον Α Αὐρήλιον Ἀμμιανὸν Παπίαν υἱὸν Μ. Αἴλιον Αὐρήλιον Ἀμμιανοῦ_Παπίου_Παπίου_Μαρίωνος_Δημητρίου_Ἀντιόχου Γλύκωνος,"12.21.3"
Αἰλίου Αὐρηλίου Παπίου Τατιανοῦ,"12.21.28"
Αιλίου Αὐρηλίου Παπίου Τατιανοῦ,"12.22.9"
Ἀπολλωνίῳ Παπίου,"12.26.c.15"
Κάικος Ἀρτεμιδώρου Παπίας,"8.108.8"
Κάικος Ἀρτεμιδώρου Παπίας,"8.113.2"
Μαρίωνος Παπίου,"12.326.16"
Μάρκου Αὐρηλίου Παπίου_Μελίτωνος,"13.155.4"
Μάρκου Αὐρηλίου ··· Παπίο υ_Παπίου δ_··· Διογέν ους,"12.925.12"
Μάρκου Αὐρηλίου Παπίου_Παπίου δ´_Διογένους,"12.924.12"
Μάρκου Αὐρηλίου Παπίου_Παπίου δ´_Διογένους,"12.926.12"
··· Με νεσθέως ··· Πα ··· π ίου,"1.177.14"
Παπία,"11.512.3"
Παπίαν,"12.705.3"
Παπίαν,"12.1101.4"
Παπίου,"2.505.4"
Παπίου,"2.523.b.12"
Παπίου,"8.39.3"
Παπίου,"11.34.1"
Παπίου,"12.104.6"
Παπίου,"12.104.15"
Παπίου,"12.107.7"
Παπίου,"12.524.5"
Παπίου,"12.631.1"
Πάπίου,"12.918.7"
Παπίου,"12.1104.15"
Παπίου,"13.5.8"
Παπίου,"13.103.2"
Παπίου,"15.345.11"
Παπίου γ_Διογένου ς ···,"12.326.19"
Παπίου γ ···_Μαρίωνος Παπίου,"12.326.15"
Παπίου δ_··· Διογέν ους,"12.925.12"
Παπίου δ´_Διογένους,"12.924.12"
Παπίου δ´_Διογένους,"12.926.12"
Παπίου Κώου,"12.610.8"
Παπίου_Μαρίωνος_Δημητρίου_Ἀντιόχου,"12.21.6"
Παπίου_Μενεσθέως_Δεξίππου_Μενίππου,"13.142.1"
Παπίου_Παπίου_Μαρίωνος_Δημητρίου_Ἀντιόχου,"12.21.5"
Παπίου_Περείτου Πανκράτους,"12.524.3"
Παππίου,"13.103.2"
Πύρρον Πύρρου_Ζήνωνος_Πύρρου Παπίαν,"13.6.8"
Πύρρου Παπίαν,"13.7.8"
Τατιάς,"8.209.2"
Μύωνος Παπίωνος,"12.803.a.7"
Παπίωνος,"10.34.S.1"
Διονύσιος Παπύλου_Παπύλου Διονυσίου,"11.104.ii.3"
Διονυσίου τῶν Παπύλου_Διονυσίου_Παπύλου,"12.714.3"
Παπυλ···,"11.104.iii.5"
Παπύλον Ἰάσονος_Κάστορος,"11.6.3"
Παπύλου,"11.5.5"
Παπύλου,"11.104.i.1"
Παπύλου,"12.411.5"
Παπύλου,"12.612.2"
Παπύλου,"12.714.2"
Παπύλου,"12.714.4"
Παπύλου Διονυσ ιου,"11.104.i.2"
Παπύλου Διονυσίου,"11.104.ii.3"
Παπύλου_Παπύλου,"12.612.2"
Παράμονος ἰκονογράφος,"11.55.b.57"
Παρδαλᾶ,"8.9.1"
Παρδαλᾶ,"13.123.2"
Παρδαλᾶ_Παπίου,"8.39.3"
Παρδαλᾶ_Παπίου,"12.104.5"
Παρ δαλᾶ ···_Παπίου,"12.104.14"
Παρηγόριος,"11.55.b.32"
Πατρίκιος χαλκοτύπος,"11.55.b.53"
Πάτροκλος,"12.13.1"
Ἰουλία Γαίου Ἀπολλοδότου θυγάτηρ Παῦλα,"5.210.i.4"
Ἰουλία Παῦλα,"12.514.3"
Ἰουλία Παῦλα,"12.909.4"
Ἰουλίᾳ Παύλᾳ,"12.1006.10"
Παύλης,"12.909.8"
Αἰλία Χαιρέου θυγάτηρ Τατία Παυλεῖ ν α,"12.523.4"
Κλαυδίαν Τιβερίου Κλαυδίου Ἰσε···_πόλεως θυγατέρα Παυλείναν,"11.50.5"
Κλαυδίας Παυλεινῆς,"11.412.1"
Κλαυδίας Παυλεινῆς,"11.412.13"
Κλαυδίας Παυλεινῆς,"13.618.a.11"
Παυλεῖνα,"11.41.4"
Παυλλεῖνα Ἱεροκλ···,"6.2.c.1"
Τρυφῶσαν Παυλεῖναν,"12.518.5"
Αἴλιον Αὐρήλιον Αμμιανὸν Παυλεῖνον υἱὸν Αιλίου Αὐρηλίου Παπίου Τατιανοῦ,"12.22.7"
Καλπούρνιον Παυλεῖνον,"15.269.2"
Παυλεῖνός,"13.615.3"
Τιβερίου Κλαυδίου Παυλείνου,"11.50.8"
Τιβερίου Κλαυ δίου Παυλείνου ἀρχιερέως ὑοῦ Τιβερίου Κλαυδίου,"4.104.4"
Παύλου,"11.55.b.19"
Παυσανίου_··· Ἀπέλλα,"15.203.1"
Πεδιέως,"12.415.1"
Πεδιέως_Πεδιέως,"12.415.1"
Μᾶρκον Κυιντίλιον Ἀ··· ὑὸν Πωμεντίνᾳ ···ανον Πεδουκαῖον,"11.18.6"
Φλ αουίου Πελαγίου Ἰωάννου,"3.6.1"
Πελοπίδου_Εὔνου,"12.914.9"
Μάρκου Αὐρηλίου Κάρπου Περείτου,"13.112.2"
Περείταν Ἀδράστου,"12.201.4"
Περείταν Ἀδράστου_Διονυσίου_Περίτου_φύσει Ἀδράστου_Μόλωνος Μύωνα,"11.508.ii.20"
Περείταν Διογένους_Ἀπολλωνίου Καλλιμήδην,"13.105.i.4"
Περείτου,"5.201.1"
Περείτου,"8.4.2"
Περείτου,"11.52.3"
Περείτου,"13.104.2"
Περείτου Γρύπου,"4.308.a.6"
Περείτου Γρύπου,"4.308.a.9"
Περείτου Πανκράτους,"12.524.3"
Περείτου_Ἀδράστου_Ἀρτεμιδώρου,"12.528.3"
Περείτου_Διογένους_Ἀπολλωνίου Καλλιμήδους,"13.105.iii.11"
Περείτου του_Ἀντιόχου,"8.3.a.3"
Περιγένου,"13.502.1"
Περείτας Ἀπολλωνίου,"8.2.b.i.3"
Περείτας Ζήνωνος_Ζήνωνος Ἄτταλος,"5.207.2"
··· Περ είτας Ζήνωνος_Ζήνωνος Ἄτταλος,"5.208.3"
Περίτᾳ,"11.508.i.16"
Περίτου,"11.508.i.2"
Περίτου,"11.508.i.18"
Περίτου,"11.508.ii.21"
Περίτου_Ἀδράστου_Διονυσίου_Περίτου,"11.508.i.2"
Περίτου_Διονυσίου φύσει δὲ Ἀδράστου_Ἀπολλωνίου,"12.803.a.9"
Περιτιανῆς,"13.403.3"
Περιτιανοῦ,"11.54.1"
Περιτιανοῦ,"11.54.2"
Ἀτείμητον Χαριδήμου Πετινγαν,"11.404.i.3"
Ἀτίμητον Χαριδήμου Πετινγαν,"11.404.ii.3"
Πέτρος,"1.22.i.1"
Ἀρτεμίδωρος Διονυσίου φύσει δὲ Ἀρτεμιδώρου_Διογένους Πηδισας,"12.204.6"
Πηλέως,"12.914.7"
Πίσεαν Πισέου,"8.88.1"
Πισέου,"8.88.1"
Λεύκιος Σέργιος Λευκίου υἱὸς Φαλέρνα Πλαῦτος,"8.27.7"
Ποδηνέμος,"13.304.1"
Πολεμάρχου,"12.207.2"
Πολέμωνος,"12.508.5"
Πολιτιανοῦ,"11.55.a.i.21"
Γνάιος Πόλλιος Γνέου Πολλίου Καλλίσστου υἱὸς Ζήνων,"12.412.3"
Γνέου Πολλίου Καλλίσστου,"12.412.4"
Πολυδεύκης Καμησηνὸς Σαλβίου_Ὀνησίμου_Ἀλεξάνδρου_Ἀδράστου Σαλβίου,"13.150.1"
Πολυδεύκους,"13.404.2"
Πολυδώρου,"8.100.12"
Πολυκράτους δ_Ἀπολλωνίου,"4.305.2"
Πολυνείκης Ἀφροδεισιεὺς,"8.88.1"
Πολυχρονία Καλλικράτου,"15.245.2"
Πολυχρονίας,"12.526.13"
Ἀδράστου_Γλύκωνος_Γλύκωνος_Λέοντος_Ἑκατόμνονος Πολυχρονίου,"15.245.2"
Αὐρήλιος Ἀκυλεινὸς Πολυχρονίου_Κλαδέου,"13.101.1"
Αὐρήλιος Πολυχρόνιος,"11.59.c.2"
Μᾶρκος Αὐρήλιος Πολυχρόνιος Χαρμίδης,"13.112.1"
Μάρκου Αὐρηλίου Παπα αίου Πολυχρονίου,"15.345.9"
Μάρκου Αὐρηλίου Πολυχρονίου,"11.110.13"
Πολυχρόνιον,"15.245.6"
Πολυχρόνιος,"13.112.4"
Πολυχρόνιος,"13.112.17"
Πολυχρόνιος,"13.617.1"
Πολυχρόνιος,"15.250.4"
Πολυχρονιος,"15.318.5"
Πολυχρόνιος βελ,"11.55.b.45"
Πολυχρόνιος Ξάνθου,"11.55.b.42"
Πολυχρόνιος Τατιανοῦ τρὶς_Χαρμίδου,"13.112.2"
Πολυχρονίου,"2.313.1"
Πολυχρονίου,"8.264.1"
Πολυχρονίου,"12.107.5"
Πολυχρονίου,"13.112.8"
Πολυχρονίῳ,"13.112.9"
Γναῖος Πομπήϊος Κοΐντου υἱὸς Ἀρνιήσσις,"8.27.8"
Πομπηίῳ Σεβήρῳ,"11.412.40"
Ἀντώνιον Καρμίνιον Ποπίλιον Ἀγέλαον,"15.364.15"
Μᾶρκον Ἀντώνιον Ποπίλλιον Ἀγελάου ἀρχιερέως υἱὸν Ἀνδρόνεικον Φλαβια νόν,"5.10.i.2"
Μᾶρκος Ἀντώνιος Ποπίλλιος Ἀγέλαος,"12.807.2"
Ποπλίας Αἰλίας Ἀδράστου θυγατρὸς Ἀτταλίδος Σαβείνης,"12.1007.18"
Ποπλίας Αἰλίας Ἀτταλίδος Σαβείνης,"12.631.10"
Ποπλίας Καλβισίας,"13.403.1"
Πόπλιον Αἴλιον Ἱλαριανὸν,"12.17"
Πόπλιον Αἴλιον Ἱλαριανὸν,"12.535.1"
Πόπλιον Αἴλιον Σεπτίμιον Μάννον,"6.103.1"
Πόπλιος,"8.27.10"
Πόπλιος Αἴλιος Ἀπολλωνιανὸς,"12.17.12"
Πόπλιος Αἴλιος Ἄτταλος,"2.308.7"
Πόπλιος Αἴλιος Αὐρήλιος,"12.1016.4"
Πόπλιος Αἴλιος Αὐρήλιος Ἀ···,"12.1016.6"
Πόπλιος Αἴλιος Κλαύδιος Σμάραγδος Ἰουλιανὸς,"2.308.5"
Πόπλιος Σήστιος Λευκίου υἱὸς Κολλείνα,"8.27.8"
Ποπλίου,"1.141.2"
Ποπλίου,"12.403.1"
Ποπλίου,"12.403.2"
Ποπλίου Αἰλίου Ἀπολλωνιανοῦ,"12.535.4"
Ποπλίου Αἰλίου Ἀπολλωνιανοῦ πρειμοπειλαρίου υἱὸν Ποπλίου Αἰλίου Ἱλαριανοῦ,"12.17.2"
Ποπλίου Αἰλίου Αὐρηλίου,"12.1016.2"
Ποπλίου Αἰλίου Ἱλαριανοῦ,"12.17.6"
Ποπλίου Αἰλίου Ἱλαριανοῦ,"12.535.8"
Ποπλίου Αἰλίου Καλλικράτους,"8.84.2"
Ποπλίου Ἰουλίου Γεμινίου Μαρκιανοῦ,"12.921.9"
Ποπλίῳ Ἀλβίῳ Ἀτειμήτῳ,"12.26.c.14"
Ποπλίῳ Ἀλβίῳ Ἀτειμήτῳ,"12.26.c.16"
Ποπλίῳ Ἀλβίῳ Ἀτειμήτῳ,"12.26.c.23"
Πορφυρίου_Διογένους,"13.153.ii.24"
Ἑρμολάου γ_Ποσειδίππου,"13.110.22"
Ποστύμιος,"12.541.1"
Γάϊον Ἰούλιον Ἀδράστου υἱόν Ποτειτιανόν,"12.105.5"
Ποτειτιανοῦ,"12.105.26"
Πούπλιον Οὐινούκιον,"3.101.ii.1"
Πραβρέα,"12.1006.3"
Πραξιτέλην Ἀριστέου_Ἀλεξάνδρου,"12.319.18"
Πραξιτέλης Ἀριστέου_Ἀλεξάνδρου,"12.319.6"
Πραοίλιος Ἰούδας Πραοιλίου,"11.55.b.10"
Πραοιλίου,"11.55.b.10"
Πραυλίου,"15.334.4"
Πρείμου_Νεικηφόρου,"12.32.b.2"
Σουλπίκιον Πρεῖσκον,"12.33.5"
Ἀντώνιος Πρίσκος,"2.110.ii.1"
Ἀντωνίου Πρίσκου,"4.10.8"
Ἀντωνίου Πρίσκου,"4.11.11"
Ἀντωνίου Πρίσκου,"5.217.9"
ΠΡΟΒΑΒΑΤΟΥ,"2.1.c.1"
Προβάτου,"2.1.a.1"
Προβάτου,"2.1.b.1"
Προβάτου,"2.1.d.1"
Προβάτου,"2.1.e.1"
Προκλῆς,"12.1020.9"
Πρόκλος,"13.110.3"
Πρόκλος,"13.110.4"
Πρόκλος,"13.110.13"
